address,bike_stands,last_update,lat,lng,name,status
173 BVD PINEL (BRON),18,2017-09-29 23:40:02,45.735375,4.88954,8059 - LAENNEC / PINEL,OPEN
6 PLACE SATHONAY,15,2017-09-29 23:39:51,45.769289,4.830127,1003 - PLACE SATHONAY,OPEN
Sur l'esplanade entre la rue Hrant Dink et le 40 quai Rambaud,26,2017-09-29 23:36:54,45.739652,4.814984,2009 - CONFLUENCE DOCKS,OPEN
Face à la faculté catholique,15,2017-09-29 23:31:43,45.756813,4.828342,2011 - SALA / RUE DU PLAT,OPEN
Angle rue d'Algérie,16,2017-09-29 23:37:41,45.767736,4.832114,1001 - TERREAUX / TERME,OPEN
4 PLACE RASPAIL,22,2017-09-29 23:40:32,45.755783,4.840745,7056 - PLACE RASPAIL (FAR),OPEN
RUE MARYSE BASTIE,16,2017-09-29 23:34:14,45.740324,4.874192,8015 - BOULEVARD JEAN XXIII,OPEN
221 AV. LACASSAGNE,24,2017-09-29 23:39:25,45.745304,4.888964,3089 - TRARIEUX / LACASSAGNE,OPEN
52 AV. MARC SANGNIER (VILLEURBANNE),22,2017-09-29 23:36:39,45.759176,4.875958,10048 - PLACE MARENGO,OPEN
7 PLACE JULES GRANDCLEMENT (VILLEURBANNE),34,2017-09-29 23:35:54,45.758399,4.885601,10063 - PERRIN / JEAN JAURÈS,OPEN
66 RUE ANTOINE CHARIAL,16,2017-09-29 23:39:39,45.757864,4.868337,3085 - SACRE COEUR,OPEN
44 RUE SALA,16,2017-09-29 23:33:21,45.754468,4.833041,2041 - SALA / CHARITE,OPEN
Angle Rue de Préssensé / Flachet,10,2017-09-29 23:36:46,45.769837,4.889629,10086 - ANATOLE FRANCE,OPEN
166 RUE DU QUATRE AOUT (VILLEURBANNE),22,2017-09-29 23:40:34,45.764567,4.892349,10117 - LA PERALLIÈRE,OPEN
10 QUAI PAUL SEDAILLAN,18,2017-09-29 23:38:08,45.792478,4.820567,9041 - CARRET / SÉDALLIAN,OPEN
PLACE ROUVILLE,17,2017-09-29 23:34:16,45.769684,4.824607,1024 - ROUVILLE,OPEN
Près de la gare de St Paul,23,2017-09-29 23:39:02,45.766278,4.827425,5005 - SAINT PAUL,OPEN
80 QUAI CHARLES DE GAULLE,32,2017-09-29 23:37:23,45.784698,4.851896,6043 - CITÉ INTERNATIONALE - CINÉMA,OPEN
1 PLACE DE LA RHODIACETA,12,2017-09-29 23:37:49,45.770991,4.807578,9040 - PLACE RHODIACETA,OPEN
17 PLACE JULES FERRY,20,2017-09-29 23:38:24,45.7684,4.858972,6008 - PLACE JULES FERRY,OPEN
9 RUE PIERRE VERGER,22,2017-09-29 23:33:09,45.731716,4.874231,8060 - SANTY / BEAUVISAGE,OPEN
Place Tolozan - Angle nord-est de la place,31,2017-09-29 23:40:21,45.769508,4.837495,1022 - PLACE TOLOZAN (FAR),OPEN
Angle rue Servient,13,2017-09-29 23:40:44,45.759906,4.844511,3031 - CORNEILLE / SERVIENT,OPEN
Avenue Lacassagne,16,2017-09-29 23:31:04,45.753975,4.867336,3043 - PLACE ROUGET DE L'ISLE,OPEN
Place Jules Ferry angle rue Général Brosset face à la gare des Brotteaux,16,2017-09-29 23:40:00,45.766893,4.858922,6001 - GARE DES BROTTEAUX,OPEN
2 AV. DU BEL AIR (VILLEURBANNE),20,2017-09-29 23:40:20,45.757931,4.910776,10114 - BEL AIR / LES BROSSES,OPEN
Bvd 11 Nov./prox. arret tram Condorcet,12,2017-09-29 23:38:33,45.779062,4.866874,10038 - CONDORCET,OPEN
Avenue Antoine Saint Exupery,15,2017-09-29 23:36:09,45.758805,4.87889,10060 - SAINT EXUPÉRY,OPEN
Rue du Chariot d'Or,12,2017-09-29 23:32:52,45.77762,4.83453,4005 - PLACE BERTONE,OPEN
42 Rue de Gerland 69007 Lyon,20,2017-09-29 23:31:42,45.739827,4.840308,7031 - JAURÈS / GERLAND,OPEN
RUE DE LA FEYSSINE (VILLEURBANNE),20,2017-09-29 23:36:58,45.782994,4.890614,10043 - SALENGRO / FEYSSINE,OPEN
Rue Paul Cazeneuve - Angle du boulevard des Etats-Unis,19,2017-09-29 23:32:15,45.734027,4.862906,8037 - CAZENEUVE,OPEN
2 Rue Crépet 69007 Lyon,20,2017-09-29 23:31:42,45.740279,4.832061,7018 - LYCEE LOUISE LABE,OPEN
Côté est de la place,27,2017-09-29 23:39:14,45.760698,4.836279,2015 - PLACE DE LA RÉPUBLIQUE (FAR),OPEN
Angle Bvd de la Croix-Rousse,17,2017-09-29 23:36:11,45.776002,4.829628,4017 - PLACE DES TAPIS,OPEN
Rue des Charmettes/Angle Cours Emile Zola,24,2017-09-29 23:37:44,45.770705,4.867201,10046 - CHARMETTES/ZOLA,OPEN
Angle rue de St Cloud,28,2017-09-29 23:34:31,45.730083,4.82781,7046 - PLACE DE L'ECOLE,OPEN
Quai Claude Bernard,29,2017-09-29 23:36:09,45.751404,4.836395,7002 - UNIVERSITÉS LYON III / LYON II (FAR),OPEN
1 PLACE CHARLES BERAUDIER,32,2017-09-29 23:38:27,45.760139,4.85873,3002 - PART-DIEU / GARE SNCF (FAR),OPEN
ave G. Berger,30,2017-09-29 23:35:35,45.781008,4.871219,10102 - DOUA / G. BERGER,OPEN
Niveau rue de Sèze,14,2017-09-29 23:35:29,45.766821,4.841095,6023 - QUAI SARRAIL,OPEN
Sur le quai devant l'entrée de la piscine,15,2017-09-29 23:37:19,45.753705,4.838283,7034 - PISCINE DU RHÔNE,OPEN
Rue Chenavard - Côté place des Terreaux,18,2017-09-29 23:39:28,45.766763,4.832942,1020 - TERREAUX / CHENAVARD,OPEN
Angle Rue Rollet/Blanqui,10,2017-09-29 23:31:34,45.764812,4.884311,10064 - 4 AOÛT 1789,OPEN
43 BVD DU 11 NOVEMBRE 1918 (VILLEURBANNE),34,2017-09-29 23:40:37,45.779429,4.873992,10101 - EINSTEIN / BOULEVARD DU 11 NOVEMBRE,OPEN
16 Impasse du Pré Gaudry 69007 Lyon,30,2017-09-29 23:31:53,45.743975,4.841463,7022 - JAURÈS / LAGRANGE,OPEN
Allée Pierre de Coubertin,26,2017-09-29 23:34:09,45.724352,4.826821,7020 - PARC DE GERLAND,OPEN
sur la place Croix Luizet,22,2017-09-29 23:36:53,45.780679,4.88356,10031 - CROIX LUIZET,OPEN
Place Jean Ambre,20,2017-09-29 23:31:51,45.781574,4.832866,4011 - PLACE JEAN AMBRE,OPEN
Angle rue Serlin - Angle place de la comédie,22,2017-09-29 23:40:31,45.767524,4.836306,1002 - OPÉRA (FAR),OPEN
43 RUE VAUBECOUR,20,2017-09-29 11:54:32,45.751873,4.824763,2042 - JOFFRE / VAUBECOUR,OPEN
"Quai Arloing, Côté Saône",18,2017-09-29 23:34:25,45.773815,4.809566,9032 - PLACE DU PORT MOUTON,OPEN
49 COURS ARISTIDE BRIAND (CALUIRE),20,2017-09-29 23:37:37,45.785465,4.847838,11002 - SAINT CLAIR,OPEN
"Face rue Massena, entrée centre commercial",20,2017-09-29 23:38:47,45.762974,4.855071,3003 - PART-DIEU / DERUELLE (FAR),OPEN
Prox. métro Valmy,22,2017-09-29 23:30:46,45.774241,4.805676,9002 - MAIRIE DU 9°,OPEN
Rue Professeur Bouvier/Angle rue du 8 mai 1945,16,2017-09-29 23:39:37,45.779487,4.891692,10039 - BOUVIER,OPEN
Boulevard des Belges - Angle rue Duquesne,15,2017-09-29 23:40:24,45.773304,4.852001,6006 - BOULEVARD DES BELGES,OPEN
Place Sainte Irénée,20,2017-09-29 23:34:07,45.754978,4.812427,5008 - SAINTE IRÉNÉE,OPEN
Rue Herriot - Devant Musée des Beaux Arts,11,2017-09-29 23:40:22,45.766832,4.834267,1021 - TERREAUX / BEAUX ARTS,OPEN
Angle rue Casimir Périer,22,2017-09-29 23:40:44,45.742617,4.820464,2007 - PATINOIRE CHARLEMAGNE,OPEN
Entre rue de Bonnel et rue Rabelais,19,2017-09-29 23:40:30,45.762023,4.841053,3044 - QUAI AUGAGNEUR (FAR),OPEN
Derrière la station de tram,40,2017-09-29 23:40:22,45.76027,4.858454,3001 - PART-DIEU / VIVIER MERLE (FAR),OPEN
Angle avenue Berthelot,13,2017-09-29 23:39:40,45.738301,4.862727,8034 - BERTHELOT / VILLON,OPEN
143 RUE PAUL BERT,28,2017-09-29 23:39:24,45.757268,4.855193,3084 - DESAIX,OPEN
Devant le bâtiment de la CAFAL,40,2017-09-29 23:37:02,45.757415,4.858911,3038 - VIVIER MERLE / PAUL BERT,OPEN
Place Jean Macé - Face à la mairie,30,2017-09-29 23:38:47,45.746605,4.84246,7004 - MAIRIE DU 7ÈME (FAR),OPEN
angle quai de Bondy,16,2017-09-29 23:39:10,45.764695,4.828969,5009 - PLACE FOUSSERET,OPEN
Angle rue Nungesser et Coli,16,2017-09-29 23:35:37,45.741425,4.879733,8030 - LAËNNEC,OPEN
104 RUE DU COMMANDANT CHARCOT,15,2017-09-29 23:34:41,45.749627,4.795546,5036 - LA SALETTE,OPEN
"Avenue Aristide Briand, en face de la mairie",26,2017-09-29 23:38:18,45.766861,4.880059,10027 - MAIRIE DE VILLEURBANNE,OPEN
Boulevard Stalingrad/angle rue Charlie Chaplin,16,2017-09-29 23:36:20,45.77435,4.859157,10036 - STALINGRAD,OPEN
Angle Poulaillerie / République,22,2017-09-29 23:38:48,45.764079,4.835554,2030 - RÉPUBLIQUE / POULAILLERIE (FAR),OPEN
217b–221 Avenue Jean Jaurès 69007 Lyon,24,2017-09-29 23:40:34,45.734712,4.835486,7057 - JAURES / BOLLIER,OPEN
Rue de l'Epargne,25,2017-09-29 23:31:51,45.745939,4.851214,7052 - PARC BLANDAN,OPEN
Place Gabriel Péri,20,2017-09-29 23:37:34,45.754875,4.843627,7001 - PLACE GABRIEL PÉRI (FAR),OPEN
2 AV. DES FRERES LUMIERE,16,2017-09-29 23:37:05,45.747032,4.859612,8052 - CLINIQUE MONPLAISIR,OPEN
103 RUE PIERRE VOYANT (VILLEURBANNE),20,2017-09-29 23:36:50,45.764961,4.901018,10013 - CUSSET,OPEN
17 RUE PIZAY,22,2017-09-29 23:40:39,45.767165,4.836334,1032 - PIZAY (FAR),OPEN
Côté rue Lintier,20,2017-09-29 23:40:43,45.758149,4.830428,2002 - BELLECOUR / ST EXUPÉRY,OPEN
4 BVD EUGENE DERUELLE,20,2017-09-29 23:33:16,45.762768,4.852563,3087 - PART-DIEU / GARIBALDI,OPEN
Face entrée de la gare,22,2017-09-29 23:37:28,45.779786,4.804666,9004 - GARE DE VAISE,OPEN
Angle rue Paul Bert,30,2017-09-29 23:33:32,45.756596,4.848442,3018 - CRÉQUI / VOLTAIRE,OPEN
Avenue du 11 Nov./angle av Gaston Berger,35,2017-09-29 23:36:46,45.779066,4.871581,10056 - 11 NOVEMBRE / GASTON BERGER,OPEN
Angle Gambetta,23,2017-09-29 23:37:50,45.752967,4.850271,3029 - PLACE ARISTIDE BRIAND,OPEN
Cours Emile Zola/Angle cours de la République,18,2017-09-29 23:34:52,45.77081,4.872844,10061 - RÉPUBLIQUE,OPEN
Angle rue de Belfort,17,2017-09-29 23:34:25,45.779731,4.834708,4003- PLACE COMMANDANT  ARNAUD,OPEN
96 RUE CHEVREUL,17,2017-09-29 23:34:33,45.74541,4.847843,7064 - CROUS,OPEN
160 RUE PIERRE CORNEILLE,18,2017-09-29 23:39:56,45.757672,4.845111,3082 - PLACE BAHADOURIAN,OPEN
1 RUE DE L'ANTIQUAILLE,12,2017-09-29 23:38:46,45.758333,4.821075,5050 - THEATRE ROMAIN,OPEN
A côté du stand de fleurs,32,2017-09-29 23:35:27,45.743396,4.87897,3007 - PLACE D'ARSONVAL (FAR),OPEN
Angle Cours Vitton,20,2017-09-29 23:33:52,45.769654,4.852366,6007 - MASSÉNA,OPEN
373 AV. ANDREI SAKHAROV,12,2017-09-29 23:39:47,45.786546,4.797107,9051 - ANDREI SAKHAROV,OPEN
Place des Pavillons - Devant la bibliothèque,13,2017-09-29 23:32:13,45.7295,4.829697,7012 - PLACE DES PAVILLONS,OPEN
27–33 Rue Alexander Fleming 69007 Lyon,25,2017-09-29 23:38:32,45.727951,4.823563,7049 - CITÉ SCOLAIRE INTERNATIONALE,OPEN
Devant le lycée,20,2017-09-29 23:37:13,45.765811,4.844767,6005 - PLACE EDGAR QUINET,OPEN
Rue Pasteur - Angle avenue Berthelot,20,2017-09-29 23:39:06,45.747358,4.836009,7010 - CENTRE BERTHELOT,OPEN
2 RUE CLAUDE BERNARD (CALUIRE ET CUIRE),18,2017-09-29 23:33:58,45.785796,4.833733,11001 - GARE DE CUIRE,OPEN
135 COURS DOCTEUR LONG,16,2017-09-29 23:35:10,45.75254,4.894272,3102 - DR LONG / AUBEPINS,OPEN
COURS EMILE ZOLA (VILLEURBANNE),19,2017-09-29 23:36:45,45.766219,4.89788,10088 - 4 AOÛT 1789 / PRESSENSÉ,OPEN
192 AV. BARTHELEMY BUYER,18,2017-09-29 23:31:41,45.763906,4.792643,5054 - CHAMPVERT,OPEN
Avenue Albert Einstein au niveau du virage,40,2017-09-29 23:37:01,45.782222,4.876951,10002 - INSA (FAR),OPEN
Rue de la Madeleine - Angle rue St Lazarre,15,2017-09-29 23:40:37,45.748925,4.847714,7016 - PLACE SAINT LOUIS,OPEN
RUE GEORGES MELIES (VILLEURBANNE),24,2017-09-29 23:38:59,45.776715,4.859573,10054 - STALINGRAD / MELIÈS,OPEN
Devant la mairie du 8e,21,2017-09-29 23:35:53,45.735158,4.872803,8004 - MAIRIE DU 8ÈME,OPEN
Angle quai Romain Rolland,14,2017-09-29 23:37:04,45.763383,4.829024,5026 - RUE DE LA BALEINE,OPEN
4 PLACE LOUISE,16,2017-09-29 23:38:35,45.75118,4.884795,3079 - PLACE LOUISE,OPEN
Entre rue de Brest et rue Mercière,10,2017-09-29 23:40:16,45.762054,4.833194,2025 - MERCIÈRE / FERRANDIÈRE,OPEN
49 RUE JOLIOT CURIE,20,2017-09-29 23:37:20,45.754654,4.78821,5031- MENIVAL/J.CURIE,OPEN
86 RUE DE LA CHARITE,17,2017-09-29 23:31:31,45.749257,4.82984,2039 - CHARITÉ / RÉCAMMIER,OPEN
55 QUAI PIERRE SCIZE,21,2017-09-29 23:37:27,45.766537,4.819936,5041 - L'HOMME DE LA ROCHE,OPEN
Devant entrée de la fac,16,2017-09-29 23:34:34,45.738135,4.886885,8003 - CLAUDE BERNARD LYON I,OPEN
61 RUE DU DAUPHINE,17,2017-09-29 23:33:53,45.752779,4.868748,3100 - SISLEY / DAUPHINE,OPEN
Rue de la Bourse - Long du Collège-Lycée Ampère,20,2017-09-29 23:33:08,45.765789,4.836906,1012 - AMPÈRE / BOURSE,OPEN
303 ROUTE DE VIENNE (VENISSIEUX),20,2017-09-29 23:35:47,45.724172,4.854165,8051 - HÔPITAL ST JEAN DE DIEU,OPEN
Allée A. Lignon,23,2017-09-29 23:36:55,45.783885,4.852156,6036 - MUSÉE D'ART CONTEMPORAIN (FAR),OPEN
Avenue Debourg - Angle avenue Jean Jaurès,20,2017-09-29 23:36:09,45.73182,4.833996,7005 - DEBOURG,OPEN
Angle rue Boileau,15,2017-09-29 23:39:37,45.768395,4.849402,6011- MAIRIE DU 6ÈME,OPEN
64 AV. JEAN JAURES,20,2017-09-29 23:36:51,45.748545,4.843249,7061 - JAURES / UNIVERSITE,OPEN
101 cours Charlemagne Lyon 2 direction centre ville. Devant l'hôtel de Région,32,2017-09-29 23:37:16,45.740675,4.819284,2005 - CONFLUENCE HÔTEL DE RÉGION,OPEN
Angle rue du fort Ste Irénée / Charcot,32,2017-09-29 23:37:13,45.755054,4.807811,5030 - CHARCOT / RÉSIDENCE UNIVERSITAIRE,OPEN
97 ROUTE DE VIENNE,20,2017-09-29 23:39:17,45.738617,4.852412,8039 - PIERRE DELORE,OPEN
51 RUE DOMER,19,2017-09-29 23:38:25,45.747735,4.85162,7062 - GARIBALDI / DOMER,OPEN
Face au cours Albert Thomas,20,2017-09-29 23:32:51,45.745296,4.871604,8002- PLACE AMBROISE COURTOIS,OPEN
Av Piaton / angle Condorcet,10,2017-09-29 23:34:15,45.774204,4.867512,10007 - PIATON / CONDORCET,OPEN
49 RUE SGT BERTHET,40,2017-09-29 23:40:04,45.767484,4.805626,9033 - GORGE DE LOUP,OPEN
Devant le n°63 rue de Trion,23,2017-09-29 23:37:42,45.757319,4.815064,5001 - PLACE VARILLON (FUNICULAIRE ST JUST),OPEN
