address,bike_stands,last_update,lat,lng,name,status
2 RUE CAPITAINE DESSEMOND,14,2017-09-29 23:35:23,43.2884327278463,5.3586207351308,7027-PLACE DU 4 SEPTEMBRE,OPEN
ROUET - 48 RUE DU ROUET,15,2017-09-29 23:36:16,43.28350144850817,5.386461522334788,6208-ROUET,OPEN
GRAND RUE - FACE AU 35 GRAND'RUE,20,2017-09-29 23:37:05,43.29780955608182,5.370835093727862,2012-GRAND RUE,OPEN
CANEBIERE REINE ELISABETH - CANEBIERE ANGLE REINE ELISABETH,14,2017-09-29 23:37:54,43.295686109850145,5.375339514183368,1001 - CANEBIERE REINE ELISABETH,OPEN
ESCALE BORELY POINTE ROUGE - ESCALE BORELY EN DIRECTION DE L'AVENUE POINTE ROUGE,10,2017-09-29 23:34:55,43.25394372546869,5.37599738915791,8144-ESCALE BORELY POINTE ROUGE,OPEN
PRADO GABES - AVENUE DU PRADO ANGLE BD DE GABES,15,2017-09-29 23:32:08,43.2668438148239,5.38279581908046,8067-PRADO GABES,OPEN
88 CORNICHE KENNEDY - 88 CORNICHE J.F. KENNEDY,15,2017-09-29 23:39:35,43.284213979400505,5.349696475467313,7062-88 CORNICHE - KENNEDY,OPEN
BEAUVAU CANEBIERE - RUE BEAUVAU,15,2017-09-29 23:40:02,43.29542125608577,5.375165446771129,1210-BEAUVAU - CANEBIERE,OPEN
28 Quai de Rive Neuve - angle rue Plan Fourmiguier,12,2017-09-29 23:33:24,43.292601,5.368569,7349 - LA CRIEE,OPEN
CASTELLANE - ROND POINT CASTELLANE DEVANT LE CAFE DE PARIS,20,2017-09-29 23:41:02,43.286046362122946,5.383285575102103,6023- CASTELLANE,OPEN
BLANCARDE - GARE DE LA BLANCARDE,14,2017-09-29 23:41:44,43.29626340517055,5.406000803377506,4293- BLANCARDE,OPEN
PARC PASTRE - ANGLE AVENUE DE MONTREDON ET AVENUE D'OUTRE MER,10,2017-09-29 23:34:48,43.23984252335505,5.366506599649465,8313- PARC PASTRE,OPEN
GAMBETTA LAFAYETTE - 6 ALLEES LEON GAMBETTA,15,2017-09-29 23:34:34,43.29902793826475,5.381500046726694,1245-GAMBETTA - LAFAYETTE,OPEN
PROMENADE POMPIDOU AMIRAL MUSELIER - PROMENADE GEORGES POMPIDOU DEVANT LA PLACE AMIRAL MUSELIER,15,2017-09-29 23:31:44,43.26469407213291,5.373281108125947,8132-PROMENADE POMPIDOU AMIRAL MUSELIER,OPEN
ESCALE BORELY - ANGLE ESCALE BORELY ET AVENUE BONNEVEINE,20,2017-09-29 23:41:36,43.25505597847173,5.376413023650641,8145-ESCALE BORELY,OPEN
PUGETTE ANDRE - ANGLE AVENUE DU GENERAL ANDRE FACE AU 23 BOULEVARD DE LA PUGETTE,15,2017-09-29 23:34:24,43.268405140653144,5.400635371105712,9219-PUGETTE - ANDRE,OPEN
ROND POINT DU PRADO - 300 AVENUE DU PRADO,21,2017-09-29 23:39:13,43.27278734452526,5.391048744484495,8134-ROND POINT DU PRADO,OPEN
JOLIETTE FORBIN - PLACE DE LA JOLIETTE ANGLE RUE DE FORBIN,15,2017-09-29 23:32:20,43.3047137105911,5.36771555892562,2341- JOLIETTE FORBIN,OPEN
PROMENADE POMPIDOU DAVID -  PROMENADE GEORGES POMPIDOU AU NIVEAU DU ROND POINT DE DAVID,15,2017-09-29 23:38:25,43.26178202177259,5.374505152575336,8131-PROMENADE POMPIDOU DAVID,OPEN
153 PARADIS - 153 RUE PARADIS,14,2017-09-29 23:31:43,43.28683835122117,5.379450180172236,6160-153 PARADIS,OPEN
FOCH FAYOLLE - ANGLE AVENUE MARECHAL FOCH ET RUE MARECHAL FAYOLLE,20,2017-09-29 23:41:20,43.301185515493664,5.398630311705657,4111-FOCH FAYOLLE,OPEN
FORBIN PARIS - RUE DE FORBIN ANGLE BOULEVARD DE PARIS,13,2017-09-29 23:38:14,43.30598895681527,5.37224035119238,2323 -FORBIN PARIS,OPEN
MAZARGUES ALMERAS - ANGLE AVENUE DE MAZARGUES ET IMPASSE ALMERAS,13,2017-09-29 23:32:59,43.25096285100345,5.39517783172075,9260- MAZARGUES - ALMERAS,OPEN
REPUBLIQUE PLUMIER - RUE DE LA REPUBLIQUE ANGLE RUE PLUMIER,10,2017-09-29 23:34:43,43.304190155898155,5.367786407891749,2327- RÉPUBLIQUE PLUMIER,OPEN
CENTRE BOURSE - RUE BIR HAKEIM ENTREE CENTRE BOURSE,15,2017-09-29 23:36:58,43.297138004748,5.377103061958931,1005-CENTRE BOURSE,OPEN
LIVON VIEUX PORT - 36 BOULEVARD CHARLES LIVON,15,2017-09-29 23:35:42,43.29224532184672,5.360224853219125,7146-LIVON VIEUX PORT,OPEN
BAILLE PAURIOL - 114 BOULEVARD BAILLE ANGLE RUE PAURIOL,7,2017-09-29 23:40:44,43.287814455889425,5.391331392803749,5024-BAILLE PAURIOL,OPEN
COURS JEAN BALLARD - 5 COURS JEAN BALLARD,10,2017-09-29 23:34:08,43.29336790915692,5.374638177288532,1006-COURS JEAN BALLARD,OPEN
PARADIS LORD DUVEEN - 395 RUE PARADIS,10,2017-09-29 23:38:17,43.275618147775035,5.384455147739253,8246-PARADIS - LORD DUVEEN,OPEN
PRADO PERIER - 127 AVENUE DU PRADO,13,2017-09-29 23:40:56,43.27974214607358,5.387431047255536,8053-PRADO - PERIER,OPEN
36 Promenade du grand large 13008 MARSEILLE,18,2017-09-29 23:35:23,43.2401105233508,5.36279808285144,913 - PLAGES DES DAMES,OPEN
